user_id,age_group,gender,occupation,primary_platform,daily_usage_hours,usage_frequency,trust_in_social_media,influencer_influence,feels_addicted,content_consumption_style,decision_influence_level,follows_travel_content,follows_entertainment,follows_educational,follows_business,visual_content_preference,engages_with_travel_posts,saves_travel_content,plans_trips_via_social_media,self_reported_travel_interest,preferred_travel_type
U05409,18-21,Male,Student,TikTok,5+,Low,Medium,No,No,Passive,Low,Yes,Yes,No,No,Low,Sometimes,Yes,Yes,High,Adventure
U05410,18-21,Female,Employed,TikTok,1-2,Medium,Medium,Sometimes,Yes,Interactive,High,Yes,No,Yes,No,Medium,Sometimes,Yes,Yes,Medium,Urban
U05411,22-25,Female,Employed,Facebook,<1,Low,Low,No,Yes,Interactive,Medium,Yes,Yes,No,Yes,Medium,Sometimes,Yes,Yes,High,Culture
U05412,22-25,Male,Student,TikTok,<1,Low,Low,Yes,No,Passive,High,No,No,Yes,Yes,Medium,Rarely,Yes,Yes,Low,Culture
U05413,22-25,Female,Employed,YouTube,1-2,High,Medium,No,Yes,Passive,Medium,No,No,Yes,No,Low,Rarely,Yes,No,High,Culture
U05414,18-21,Female,Student,Instagram,3-5,High,High,Yes,Yes,Passive,Medium,Yes,Yes,Yes,Yes,Low,Rarely,No,Yes,High,Relaxation
U05415,18-21,Male,Employed,Facebook,1-2,Low,High,No,No,Passive,High,Yes,Yes,No,Yes,Low,Rarely,Yes,Yes,High,Adventure
U05416,18-21,Other,Student,Facebook,3-5,High,Medium,No,No,Interactive,High,No,No,Yes,Yes,Medium,Sometimes,Yes,Yes,Medium,Urban
U05417,22-25,Other,Employed,Instagram,<1,Low,High,No,Yes,Interactive,Low,Yes,Yes,No,No,Medium,Often,No,No,Low,Adventure
U05418,18-21,Male,Student,YouTube,1-2,High,Medium,No,No,Interactive,High,No,No,No,No,High,Sometimes,No,No,Low,Relaxation
U05419,18-21,Female,Student,YouTube,<1,High,Low,Sometimes,No,Passive,Low,No,Yes,No,Yes,Low,Often,Yes,Yes,High,Culture
U05420,18-21,Female,Employed,Facebook,<1,Low,Medium,No,Yes,Passive,High,Yes,No,Yes,No,Low,Often,Yes,No,Low,Relaxation
U05421,22-25,Female,Employed,Instagram,<1,Medium,Low,Yes,Yes,Passive,High,No,Yes,Yes,No,Medium,Rarely,No,No,Medium,Culture
U05422,22-25,Other,Student,TikTok,5+,High,Medium,Sometimes,No,Interactive,Medium,Yes,No,Yes,Yes,High,Sometimes,Yes,No,High,Urban
U05423,22-25,Female,Student,TikTok,<1,High,Medium,No,Yes,Interactive,High,Yes,No,Yes,No,High,Sometimes,Yes,Yes,High,Urban
U05424,22-25,Other,Student,Instagram,3-5,Low,High,Sometimes,No,Interactive,High,No,No,Yes,Yes,Medium,Sometimes,Yes,Yes,Low,Urban
U05425,18-21,Male,Student,Instagram,<1,Medium,Medium,Sometimes,No,Interactive,High,Yes,Yes,Yes,Yes,Medium,Sometimes,Yes,No,Medium,Relaxation
U05426,22-25,Other,Employed,Instagram,5+,High,High,Yes,Yes,Interactive,Low,Yes,Yes,No,No,High,Sometimes,Yes,No,High,Adventure
U05427,18-21,Other,Employed,Facebook,3-5,High,Medium,No,No,Passive,Low,No,Yes,No,Yes,Medium,Sometimes,Yes,Yes,Medium,Urban
U05428,22-25,Female,Employed,Facebook,3-5,Low,High,No,Yes,Passive,Low,No,Yes,No,Yes,High,Often,No,Yes,High,Urban
U05429,22-25,Other,Student,YouTube,5+,Medium,Low,Yes,No,Passive,High,Yes,Yes,Yes,Yes,Low,Rarely,No,Yes,Medium,Culture
U05430,22-25,Female,Employed,YouTube,1-2,Medium,High,Sometimes,Yes,Interactive,Low,No,No,Yes,Yes,Low,Often,Yes,Yes,Medium,Culture
U05431,22-25,Other,Student,Facebook,<1,Medium,Medium,Yes,Yes,Interactive,High,No,No,Yes,Yes,High,Often,No,Yes,High,Urban
U05432,18-21,Female,Employed,YouTube,1-2,Low,Medium,Yes,Yes,Passive,High,Yes,No,No,Yes,Low,Rarely,Yes,Yes,Low,Relaxation
U05433,18-21,Other,Employed,YouTube,3-5,Medium,High,No,No,Passive,Medium,No,No,Yes,No,Medium,Rarely,No,No,Medium,Culture
U05434,18-21,Male,Student,Facebook,1-2,High,Medium,Sometimes,No,Passive,High,Yes,Yes,No,No,High,Sometimes,No,Yes,High,Culture
U05435,18-21,Male,Employed,Instagram,5+,Medium,Low,Yes,Yes,Passive,Medium,No,No,No,Yes,Medium,Rarely,No,Yes,Low,Adventure
U05436,22-25,Female,Employed,Facebook,3-5,Low,High,Sometimes,No,Interactive,Low,Yes,Yes,Yes,No,Medium,Rarely,Yes,No,High,Adventure
U05437,22-25,Male,Employed,YouTube,1-2,High,Medium,Sometimes,Yes,Interactive,Medium,Yes,Yes,Yes,Yes,Medium,Often,No,Yes,High,Relaxation
U05438,18-21,Male,Student,YouTube,1-2,Low,High,Yes,No,Interactive,High,No,No,No,Yes,High,Sometimes,Yes,No,High,Relaxation
U05439,18-21,Female,Employed,Instagram,<1,High,Low,No,No,Interactive,Medium,No,No,No,No,High,Sometimes,No,No,Low,Culture
U05440,18-21,Female,Student,Facebook,3-5,Low,High,No,Yes,Passive,Low,No,No,No,No,Medium,Sometimes,Yes,No,Low,Urban
U05441,22-25,Female,Employed,Instagram,3-5,High,Low,No,Yes,Interactive,High,Yes,No,No,Yes,High,Sometimes,Yes,Yes,Low,Adventure
U05442,18-21,Male,Employed,Facebook,3-5,Medium,Low,Yes,Yes,Interactive,High,Yes,No,Yes,No,High,Often,Yes,No,Medium,Urban
U05443,18-21,Female,Employed,Facebook,3-5,Medium,High,Sometimes,Yes,Passive,High,No,Yes,Yes,No,Low,Rarely,No,Yes,Low,Relaxation
U05444,22-25,Male,Student,TikTok,5+,Low,Medium,Sometimes,Yes,Passive,Medium,No,No,Yes,Yes,High,Sometimes,Yes,Yes,Medium,Culture
U05445,18-21,Female,Employed,YouTube,1-2,High,Medium,Sometimes,No,Passive,Medium,No,No,Yes,Yes,Medium,Sometimes,Yes,No,High,Adventure
U05446,22-25,Male,Employed,Instagram,<1,Medium,High,No,No,Interactive,Medium,No,Yes,Yes,No,High,Rarely,Yes,Yes,High,Urban
U05447,18-21,Other,Student,YouTube,<1,Medium,Low,Yes,No,Passive,Low,Yes,Yes,No,No,Low,Sometimes,Yes,No,Medium,Adventure
U05448,22-25,Other,Employed,Facebook,5+,Low,Low,Yes,Yes,Interactive,Medium,Yes,No,Yes,Yes,Low,Often,No,No,Medium,Relaxation
U05449,18-21,Other,Student,Facebook,1-2,Medium,High,Sometimes,Yes,Interactive,High,Yes,No,Yes,No,Medium,Sometimes,Yes,Yes,Medium,Adventure
U05450,18-21,Female,Employed,Instagram,1-2,High,High,No,No,Interactive,Medium,No,Yes,Yes,Yes,Low,Often,No,Yes,High,Urban
U05451,18-21,Other,Student,Instagram,3-5,High,High,Yes,Yes,Interactive,Low,Yes,No,No,Yes,Medium,Sometimes,No,No,Medium,Adventure
U05452,18-21,Female,Employed,Facebook,5+,High,High,No,No,Interactive,Low,Yes,Yes,Yes,No,Medium,Often,No,No,Low,Culture
U05453,22-25,Female,Employed,Instagram,1-2,Low,Low,No,No,Passive,Low,No,No,Yes,No,High,Rarely,No,No,Low,Relaxation
U05454,18-21,Male,Employed,YouTube,<1,Low,Medium,No,Yes,Passive,Medium,Yes,No,Yes,No,Medium,Sometimes,Yes,No,Low,Relaxation
U05455,22-25,Female,Student,Facebook,<1,High,Medium,Yes,No,Interactive,Medium,No,Yes,Yes,No,Low,Sometimes,No,Yes,Low,Culture
U05456,18-21,Other,Employed,Facebook,1-2,High,Medium,No,Yes,Passive,Low,No,No,No,Yes,High,Often,No,Yes,High,Culture
U05457,22-25,Other,Student,TikTok,1-2,High,High,No,No,Passive,High,No,Yes,No,Yes,Low,Often,No,No,Medium,Culture
U05458,22-25,Male,Employed,Instagram,1-2,High,Low,Sometimes,Yes,Interactive,High,Yes,Yes,No,Yes,Low,Often,No,No,High,Adventure
U05459,22-25,Other,Student,Facebook,1-2,Medium,High,No,No,Passive,Medium,No,No,No,No,High,Rarely,Yes,Yes,Low,Culture
U05460,18-21,Female,Student,YouTube,3-5,Low,Medium,Yes,Yes,Passive,Medium,Yes,Yes,No,No,Medium,Rarely,Yes,Yes,Medium,Relaxation
U05461,18-21,Female,Employed,YouTube,<1,Medium,Medium,Sometimes,Yes,Interactive,Medium,Yes,No,No,Yes,Low,Often,No,Yes,Medium,Culture
U05462,22-25,Male,Student,Instagram,5+,Medium,High,No,Yes,Interactive,Medium,Yes,Yes,Yes,No,High,Often,No,No,Medium,Relaxation
U05463,22-25,Male,Student,Instagram,1-2,Low,Low,No,Yes,Interactive,Medium,No,No,No,Yes,High,Sometimes,No,Yes,Low,Culture
U05464,22-25,Male,Employed,Facebook,1-2,Low,Low,No,No,Passive,Low,No,No,Yes,Yes,High,Sometimes,Yes,No,Low,Urban
U05465,22-25,Other,Student,Facebook,<1,High,Low,Yes,Yes,Passive,High,Yes,No,Yes,Yes,Low,Sometimes,Yes,Yes,High,Culture
U05466,18-21,Female,Student,TikTok,1-2,High,Low,Yes,No,Passive,Medium,No,Yes,Yes,No,High,Often,Yes,No,Low,Culture
U05467,22-25,Male,Student,Facebook,5+,Low,High,No,Yes,Interactive,Low,No,Yes,Yes,No,Medium,Rarely,Yes,Yes,High,Culture
U05468,18-21,Male,Employed,Facebook,5+,Medium,Low,Sometimes,Yes,Interactive,High,No,Yes,No,No,Low,Sometimes,Yes,Yes,High,Urban
U05469,22-25,Female,Employed,Instagram,<1,Medium,Medium,No,No,Interactive,High,Yes,No,No,No,High,Rarely,No,No,Medium,Culture
U05470,22-25,Female,Employed,TikTok,3-5,Low,High,Sometimes,Yes,Interactive,Medium,Yes,No,No,No,Low,Rarely,Yes,Yes,Low,Adventure
U05471,18-21,Other,Employed,YouTube,1-2,Medium,Medium,Yes,Yes,Passive,High,Yes,No,No,No,Medium,Rarely,No,Yes,High,Culture
U05472,22-25,Female,Employed,YouTube,3-5,Low,High,Sometimes,No,Interactive,High,Yes,No,Yes,No,High,Often,Yes,Yes,High,Urban
U05473,22-25,Other,Employed,YouTube,1-2,Low,High,No,No,Passive,Medium,Yes,No,Yes,Yes,Low,Sometimes,Yes,No,High,Relaxation
U05474,22-25,Male,Employed,YouTube,3-5,Low,Medium,Yes,No,Interactive,High,Yes,No,Yes,No,Medium,Sometimes,No,No,High,Adventure
U05475,22-25,Male,Employed,TikTok,3-5,High,Low,Sometimes,Yes,Interactive,High,No,Yes,Yes,Yes,Medium,Often,No,Yes,Medium,Relaxation
U05476,18-21,Other,Employed,Instagram,<1,Low,Medium,No,No,Passive,Low,No,No,Yes,No,High,Often,No,Yes,Medium,Culture
U05477,18-21,Female,Student,TikTok,3-5,Medium,Low,Yes,No,Passive,Medium,No,Yes,Yes,Yes,Low,Rarely,No,No,Medium,Relaxation
U05478,22-25,Other,Student,Instagram,5+,Medium,High,No,Yes,Passive,High,Yes,No,No,No,Low,Sometimes,Yes,Yes,Low,Culture
U05479,22-25,Female,Student,Facebook,3-5,Medium,High,No,No,Passive,Low,No,No,No,No,Medium,Sometimes,Yes,No,High,Adventure
U05480,18-21,Other,Employed,Instagram,<1,Medium,Medium,Sometimes,No,Interactive,Low,No,No,No,Yes,High,Often,Yes,No,Medium,Urban
U05481,18-21,Male,Student,TikTok,3-5,High,Low,Yes,Yes,Passive,High,Yes,No,No,No,Medium,Often,No,Yes,Low,Relaxation
U05482,22-25,Male,Student,TikTok,<1,Low,Low,Yes,No,Interactive,High,No,No,No,No,High,Rarely,Yes,No,High,Adventure
U05483,22-25,Female,Student,Facebook,<1,High,High,No,Yes,Interactive,High,Yes,Yes,Yes,Yes,High,Sometimes,Yes,No,Low,Adventure
U05484,18-21,Other,Student,Instagram,<1,Medium,Medium,No,No,Interactive,High,No,Yes,No,Yes,Low,Often,Yes,Yes,High,Urban
U05485,18-21,Other,Employed,Instagram,3-5,Low,Low,Sometimes,Yes,Passive,High,Yes,Yes,Yes,No,Medium,Rarely,Yes,Yes,High,Adventure
U05486,22-25,Other,Student,Facebook,3-5,Low,Low,Sometimes,Yes,Passive,High,No,Yes,No,Yes,Low,Rarely,No,No,Medium,Adventure
U05487,18-21,Female,Employed,Facebook,1-2,High,High,No,No,Passive,High,Yes,Yes,No,Yes,High,Sometimes,Yes,Yes,High,Culture
U05488,18-21,Other,Student,Facebook,5+,Low,High,No,Yes,Passive,Medium,No,No,No,Yes,Medium,Rarely,No,No,High,Relaxation
U05489,18-21,Female,Student,TikTok,5+,Medium,Low,Sometimes,Yes,Interactive,High,Yes,Yes,No,No,Low,Rarely,No,Yes,High,Urban
U05490,22-25,Female,Employed,YouTube,5+,Low,Low,Sometimes,Yes,Passive,Low,Yes,No,No,No,Medium,Sometimes,No,No,Medium,Adventure
U05491,18-21,Female,Student,TikTok,5+,Medium,Medium,Sometimes,Yes,Interactive,High,No,Yes,No,No,Medium,Rarely,No,No,Low,Adventure
U05492,22-25,Other,Student,YouTube,5+,High,Low,Sometimes,Yes,Interactive,High,Yes,No,Yes,No,Low,Rarely,Yes,Yes,Medium,Urban
U05493,22-25,Male,Student,TikTok,<1,High,Low,Sometimes,Yes,Passive,Medium,Yes,No,Yes,No,Medium,Sometimes,No,No,High,Relaxation
U05494,18-21,Male,Student,YouTube,3-5,Medium,Low,Yes,No,Interactive,Low,No,Yes,No,No,High,Often,No,Yes,Low,Urban
U05495,18-21,Other,Employed,YouTube,1-2,Low,Low,Sometimes,No,Passive,High,Yes,Yes,Yes,Yes,Low,Rarely,No,No,High,Adventure
U05496,22-25,Other,Employed,YouTube,3-5,Low,Low,No,Yes,Interactive,High,Yes,Yes,Yes,Yes,Medium,Rarely,No,No,Medium,Urban
U05497,22-25,Male,Employed,YouTube,<1,Medium,Low,Yes,Yes,Interactive,Low,Yes,No,No,No,Low,Sometimes,Yes,No,High,Adventure
U05498,22-25,Female,Student,YouTube,1-2,Medium,Low,Yes,Yes,Interactive,Low,Yes,Yes,No,Yes,Medium,Often,No,No,High,Adventure
U05499,18-21,Other,Student,YouTube,1-2,Medium,Low,No,No,Passive,Low,Yes,Yes,Yes,No,Medium,Rarely,No,No,Low,Culture
U05500,18-21,Other,Student,Facebook,1-2,Medium,High,Sometimes,Yes,Passive,Low,Yes,Yes,No,Yes,Low,Often,No,Yes,Low,Culture
U05501,22-25,Male,Employed,Facebook,<1,Medium,Medium,No,No,Interactive,Low,Yes,Yes,No,No,Medium,Often,Yes,Yes,Medium,Urban
U05502,18-21,Other,Employed,Instagram,3-5,Medium,High,No,No,Passive,Medium,Yes,No,No,Yes,High,Sometimes,Yes,Yes,Low,Adventure
U05503,18-21,Male,Employed,YouTube,1-2,High,High,No,Yes,Passive,Low,No,No,Yes,No,Low,Often,No,No,High,Relaxation
U05504,22-25,Other,Student,TikTok,1-2,High,High,Sometimes,Yes,Interactive,High,No,No,Yes,No,High,Sometimes,Yes,No,Low,Culture
U05505,18-21,Male,Employed,YouTube,<1,Low,High,Yes,Yes,Interactive,Medium,Yes,Yes,No,No,High,Rarely,No,Yes,Medium,Culture
U05506,18-21,Other,Employed,YouTube,5+,Low,High,No,Yes,Passive,Low,Yes,No,No,Yes,Low,Sometimes,Yes,Yes,High,Urban
U05507,22-25,Female,Employed,TikTok,<1,Medium,High,No,Yes,Passive,Medium,Yes,No,Yes,Yes,Medium,Sometimes,No,Yes,Medium,Urban
U05508,18-21,Male,Student,Instagram,1-2,Medium,Low,Sometimes,Yes,Passive,Medium,No,Yes,No,Yes,High,Often,Yes,Yes,High,Urban
U05509,22-25,Male,Employed,TikTok,1-2,Medium,Low,Yes,Yes,Interactive,Low,Yes,No,No,Yes,High,Rarely,Yes,Yes,Medium,Urban
U05510,18-21,Female,Employed,Instagram,5+,Low,High,No,Yes,Passive,Medium,Yes,Yes,No,No,Low,Sometimes,No,Yes,Low,Urban
U05511,18-21,Male,Student,TikTok,3-5,Medium,Medium,Yes,Yes,Passive,High,Yes,Yes,No,Yes,Medium,Sometimes,Yes,Yes,High,Urban
U05512,22-25,Other,Student,TikTok,1-2,High,Low,Sometimes,No,Passive,Medium,Yes,Yes,Yes,No,Low,Often,No,Yes,Low,Relaxation
U05513,22-25,Other,Employed,YouTube,<1,Medium,Low,Yes,No,Interactive,High,Yes,No,Yes,Yes,Medium,Sometimes,No,No,Medium,Relaxation
U05514,18-21,Female,Student,TikTok,1-2,Low,Low,No,No,Passive,Low,Yes,Yes,Yes,No,Medium,Rarely,Yes,Yes,Low,Culture
U05515,18-21,Female,Student,Facebook,5+,Low,High,No,Yes,Passive,High,Yes,Yes,No,Yes,Medium,Sometimes,Yes,No,Medium,Culture
U05516,22-25,Male,Employed,TikTok,<1,Low,Medium,No,Yes,Interactive,Low,No,Yes,No,No,Low,Often,Yes,Yes,Medium,Urban
U05517,18-21,Male,Employed,YouTube,1-2,Medium,High,No,Yes,Passive,High,No,Yes,Yes,Yes,Low,Rarely,No,No,Low,Culture
U05518,18-21,Other,Student,YouTube,5+,Low,Low,Sometimes,Yes,Passive,Low,No,Yes,Yes,Yes,High,Rarely,No,Yes,High,Relaxation
U05519,22-25,Other,Student,YouTube,5+,High,Medium,Sometimes,No,Interactive,Low,Yes,Yes,Yes,Yes,High,Rarely,No,Yes,Medium,Relaxation
U05520,18-21,Male,Student,TikTok,5+,High,Low,Sometimes,No,Interactive,High,No,Yes,Yes,Yes,Low,Sometimes,No,Yes,Low,Urban
U05521,18-21,Male,Employed,Facebook,3-5,Low,High,Yes,No,Interactive,Low,Yes,No,Yes,No,Low,Often,Yes,No,Medium,Urban
U05522,18-21,Male,Employed,Facebook,3-5,Medium,Low,Sometimes,Yes,Passive,Low,No,No,Yes,No,High,Sometimes,No,Yes,Medium,Urban
U05523,18-21,Male,Employed,Instagram,1-2,High,Medium,Yes,Yes,Interactive,Medium,Yes,Yes,No,No,Medium,Often,Yes,No,High,Urban
U05524,18-21,Female,Student,Facebook,1-2,Medium,High,Sometimes,Yes,Passive,Medium,No,Yes,Yes,Yes,Medium,Often,No,No,Low,Urban
U05525,22-25,Other,Employed,YouTube,5+,High,High,No,Yes,Passive,Medium,No,Yes,No,No,High,Rarely,Yes,No,High,Relaxation
U05526,22-25,Other,Student,Instagram,3-5,Medium,Medium,Sometimes,No,Passive,High,No,Yes,Yes,No,Medium,Sometimes,Yes,Yes,High,Relaxation
U05527,22-25,Male,Employed,YouTube,<1,High,High,No,Yes,Passive,High,Yes,No,No,Yes,High,Often,Yes,Yes,Low,Urban
U05528,18-21,Male,Employed,TikTok,3-5,High,Low,No,No,Passive,Low,No,Yes,No,Yes,Medium,Often,Yes,Yes,Low,Relaxation
U05529,18-21,Female,Employed,TikTok,<1,High,Medium,Yes,No,Interactive,High,Yes,Yes,Yes,No,Medium,Rarely,No,No,Low,Relaxation
U05530,18-21,Female,Student,Instagram,<1,Low,High,No,Yes,Interactive,High,Yes,Yes,No,Yes,Low,Sometimes,Yes,No,High,Culture
U05531,22-25,Female,Student,Instagram,<1,Medium,High,Sometimes,Yes,Passive,Medium,No,Yes,Yes,No,High,Sometimes,No,Yes,Low,Adventure
U05532,18-21,Male,Employed,TikTok,5+,High,Low,Sometimes,Yes,Interactive,High,No,Yes,No,No,Medium,Often,Yes,Yes,Medium,Relaxation
U05533,22-25,Male,Employed,Facebook,1-2,Low,Low,Yes,Yes,Interactive,Medium,No,No,Yes,Yes,Medium,Sometimes,No,No,Medium,Adventure
U05534,18-21,Male,Student,Facebook,3-5,Low,Low,Sometimes,No,Passive,Low,No,Yes,Yes,Yes,Low,Sometimes,Yes,Yes,Medium,Adventure
U05535,22-25,Other,Student,TikTok,5+,Medium,Low,Sometimes,Yes,Interactive,Medium,No,Yes,No,No,Medium,Often,No,Yes,Low,Culture
U05536,22-25,Male,Student,Instagram,3-5,Low,Low,Sometimes,Yes,Interactive,Low,No,Yes,No,No,Low,Sometimes,Yes,No,Low,Culture
U05537,22-25,Female,Employed,YouTube,1-2,Low,Medium,No,No,Passive,High,No,No,No,Yes,Medium,Often,Yes,Yes,High,Urban
U05538,22-25,Other,Student,Instagram,5+,Medium,Medium,Yes,Yes,Passive,High,No,No,Yes,No,Medium,Rarely,No,No,High,Adventure
U05539,22-25,Other,Employed,YouTube,3-5,Medium,High,Sometimes,No,Passive,Medium,Yes,No,Yes,Yes,High,Sometimes,Yes,No,High,Relaxation
U05540,18-21,Other,Employed,Facebook,<1,Medium,Medium,Sometimes,Yes,Passive,Medium,No,No,Yes,No,High,Rarely,Yes,Yes,Medium,Urban
U05541,18-21,Male,Student,YouTube,5+,Medium,Medium,Yes,No,Interactive,Medium,No,Yes,Yes,No,Medium,Often,Yes,Yes,Medium,Urban
U05542,22-25,Other,Student,Facebook,5+,Low,Medium,No,No,Passive,Low,No,No,Yes,Yes,High,Rarely,Yes,Yes,Low,Culture
U05543,22-25,Female,Student,YouTube,<1,Medium,High,No,Yes,Interactive,High,Yes,Yes,No,No,High,Rarely,No,Yes,Low,Culture
U05544,22-25,Male,Employed,Instagram,1-2,Low,Medium,No,Yes,Interactive,High,No,No,Yes,No,Medium,Sometimes,Yes,Yes,High,Relaxation
U05545,18-21,Male,Student,YouTube,5+,High,High,Yes,No,Passive,Low,No,Yes,No,Yes,Medium,Sometimes,Yes,No,Low,Adventure
U05546,22-25,Other,Student,Facebook,5+,Medium,Medium,No,No,Passive,Medium,No,Yes,No,Yes,Low,Often,No,No,Medium,Culture
U05547,22-25,Other,Student,YouTube,1-2,Low,Medium,Sometimes,Yes,Passive,High,Yes,Yes,Yes,Yes,High,Sometimes,No,Yes,Low,Relaxation
U05548,18-21,Other,Employed,TikTok,5+,Low,High,Sometimes,No,Interactive,Low,Yes,Yes,No,Yes,Medium,Rarely,Yes,No,High,Urban
U05549,22-25,Female,Student,Instagram,3-5,High,High,No,Yes,Passive,High,Yes,Yes,Yes,No,Low,Rarely,No,Yes,High,Culture
U05550,22-25,Female,Student,YouTube,<1,High,Medium,No,No,Passive,High,No,No,Yes,Yes,High,Often,No,No,High,Adventure
U05551,22-25,Male,Student,Facebook,3-5,High,Low,Yes,No,Interactive,Low,No,Yes,Yes,No,High,Sometimes,No,No,High,Urban
U05552,22-25,Female,Employed,YouTube,<1,Medium,Medium,Sometimes,Yes,Passive,Low,Yes,No,Yes,No,High,Sometimes,No,No,High,Culture
U05553,22-25,Male,Student,Facebook,3-5,High,High,Sometimes,No,Interactive,Low,No,No,No,No,Medium,Rarely,No,No,High,Relaxation
U05554,22-25,Female,Employed,Instagram,1-2,Low,Medium,No,Yes,Interactive,Medium,Yes,No,Yes,Yes,High,Often,No,Yes,Medium,Relaxation
U05555,18-21,Female,Student,Instagram,3-5,High,Low,Yes,Yes,Passive,High,Yes,No,No,Yes,High,Often,Yes,Yes,Low,Urban
U05556,18-21,Other,Student,Facebook,3-5,High,Low,No,No,Passive,High,No,No,No,Yes,Medium,Sometimes,No,No,Medium,Relaxation
U05557,18-21,Other,Employed,YouTube,1-2,High,Low,Sometimes,Yes,Passive,High,Yes,No,Yes,Yes,Medium,Rarely,Yes,Yes,High,Culture
U05558,18-21,Female,Employed,TikTok,<1,Low,Medium,Yes,Yes,Interactive,Low,Yes,Yes,Yes,Yes,High,Often,No,No,High,Culture
U05559,22-25,Female,Student,Facebook,3-5,Low,High,No,No,Interactive,Low,No,No,Yes,No,Low,Rarely,No,No,Low,Urban
U05560,18-21,Other,Employed,YouTube,3-5,Medium,High,No,No,Interactive,Low,No,Yes,Yes,Yes,High,Often,Yes,No,Low,Relaxation
U05561,18-21,Other,Employed,TikTok,<1,Medium,Low,Yes,No,Interactive,Medium,Yes,No,No,No,High,Often,Yes,Yes,Low,Relaxation
U05562,18-21,Male,Student,Facebook,5+,High,High,Yes,Yes,Interactive,High,Yes,No,Yes,No,Medium,Often,Yes,No,Medium,Culture
U05563,18-21,Male,Employed,Facebook,3-5,High,Low,Yes,Yes,Passive,High,Yes,Yes,No,Yes,High,Rarely,Yes,No,High,Culture
U05564,18-21,Male,Employed,Facebook,1-2,Low,High,No,No,Passive,Medium,No,Yes,Yes,No,Low,Sometimes,Yes,No,Low,Urban
U05565,18-21,Female,Student,Facebook,<1,Medium,High,Sometimes,Yes,Interactive,Medium,No,Yes,No,No,Low,Often,Yes,No,Low,Adventure
U05566,18-21,Other,Student,TikTok,1-2,High,Medium,No,No,Passive,Medium,Yes,Yes,Yes,Yes,High,Often,Yes,No,Medium,Adventure
U05567,22-25,Female,Employed,Facebook,<1,Low,Medium,Sometimes,No,Passive,Low,No,No,Yes,Yes,Medium,Often,Yes,No,Medium,Culture
U05568,18-21,Other,Employed,YouTube,3-5,Medium,High,No,No,Interactive,Medium,No,No,Yes,No,High,Often,No,Yes,High,Urban
U05569,18-21,Male,Student,Facebook,<1,Medium,Low,Yes,No,Interactive,Medium,Yes,No,No,Yes,Medium,Rarely,No,No,Low,Urban
U05570,18-21,Male,Employed,Facebook,3-5,Medium,High,Yes,Yes,Passive,High,No,No,No,No,High,Often,Yes,Yes,High,Adventure
U05571,22-25,Female,Student,YouTube,<1,Low,Medium,Sometimes,Yes,Interactive,High,No,No,Yes,No,Low,Often,No,No,Medium,Culture
U05572,22-25,Female,Employed,Instagram,1-2,Medium,High,Yes,Yes,Passive,Medium,Yes,Yes,No,Yes,Low,Sometimes,Yes,No,Low,Urban
U05573,22-25,Other,Student,Facebook,<1,High,Medium,Sometimes,Yes,Interactive,Medium,Yes,Yes,No,No,Medium,Often,Yes,No,Medium,Culture
U05574,18-21,Male,Student,TikTok,3-5,High,Medium,Yes,Yes,Passive,High,No,Yes,Yes,Yes,Medium,Often,Yes,Yes,High,Relaxation
U05575,18-21,Female,Employed,YouTube,3-5,High,High,No,No,Interactive,Medium,No,No,No,No,Medium,Sometimes,No,No,Low,Adventure
U05576,22-25,Other,Student,Facebook,3-5,High,Medium,No,No,Interactive,Low,No,No,Yes,No,Medium,Often,Yes,Yes,High,Adventure
U05577,18-21,Male,Student,Instagram,5+,Medium,High,No,Yes,Interactive,High,Yes,No,Yes,No,Medium,Often,Yes,Yes,Low,Relaxation
U05578,18-21,Female,Student,Facebook,1-2,Medium,Low,No,No,Passive,Medium,Yes,No,Yes,Yes,High,Rarely,Yes,No,High,Adventure
U05579,22-25,Other,Student,YouTube,<1,High,Low,No,Yes,Interactive,Low,No,Yes,Yes,No,Medium,Often,Yes,No,Medium,Relaxation
U05580,18-21,Male,Employed,Facebook,1-2,Medium,Medium,Sometimes,No,Interactive,Low,No,No,Yes,No,High,Rarely,No,Yes,Low,Adventure
U05581,22-25,Female,Employed,TikTok,3-5,Low,High,Sometimes,No,Passive,Medium,No,Yes,Yes,Yes,High,Rarely,No,Yes,High,Relaxation
U05582,18-21,Female,Employed,YouTube,1-2,High,Medium,No,No,Interactive,High,Yes,No,Yes,Yes,High,Sometimes,Yes,No,High,Culture
U05583,18-21,Male,Employed,Facebook,1-2,High,Medium,Sometimes,No,Interactive,High,No,No,Yes,No,Medium,Often,No,Yes,High,Culture
U05584,22-25,Other,Student,Instagram,1-2,High,Low,No,Yes,Interactive,Medium,No,Yes,Yes,No,High,Rarely,Yes,No,Medium,Urban
U05585,18-21,Male,Employed,Instagram,3-5,Low,High,Sometimes,Yes,Passive,Medium,Yes,Yes,No,Yes,Low,Often,No,Yes,High,Culture
U05586,18-21,Female,Employed,Facebook,<1,Low,Medium,No,No,Interactive,Medium,No,Yes,Yes,No,Medium,Sometimes,No,Yes,Low,Adventure
U05587,22-25,Female,Employed,Instagram,3-5,High,Medium,Sometimes,No,Interactive,Medium,No,Yes,No,Yes,Medium,Sometimes,No,Yes,Low,Culture
